Taskset,Algorithm,Number of Tasks,Utilization,Schedulable
tasksets/80-percent/4-tasks/taskset-228,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-228,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-229,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-229,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-229,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-23,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-23,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-23,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-230,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-230,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-230,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-231,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-231,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-231,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-232,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-232,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-232,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-233,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-233,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-233,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-234,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-234,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-234,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-235,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-235,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-235,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-236,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-236,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-236,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-237,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-237,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-237,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-238,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-238,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-238,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-239,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-239,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-239,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-24,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-24,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-24,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-240,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-240,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-240,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-241,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-241,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-241,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-242,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-242,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-242,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-243,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-243,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-243,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-244,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-244,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-244,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-245,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-245,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-245,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-246,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-246,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-246,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-247,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-247,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-247,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-248,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-248,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-248,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-249,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-249,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-249,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-25,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-25,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-25,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-250,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-250,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-250,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-251,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-251,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-251,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-252,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-252,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-252,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-253,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-253,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-253,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-254,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-254,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-254,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-255,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-255,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-255,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-256,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-256,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-256,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-257,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-257,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-257,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-258,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-258,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-258,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-259,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-259,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-259,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-26,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-26,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-26,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-260,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-260,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-260,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-261,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-261,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-261,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-262,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-262,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-262,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-263,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-263,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-263,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-264,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-264,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-264,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-265,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-265,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-265,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-266,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-266,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-266,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-267,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-267,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-267,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-268,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-268,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-268,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-269,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-269,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-269,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-27,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-27,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-27,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-270,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-270,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-270,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-271,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-271,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-271,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-272,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-272,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-272,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-273,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-273,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-273,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-274,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-274,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-274,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-275,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-275,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-275,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-276,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-276,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-276,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-277,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-277,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-277,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-278,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-278,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-278,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-279,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-279,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-279,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-28,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-28,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-28,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-280,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-280,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-280,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-281,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-281,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-281,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-282,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-282,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-282,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-283,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-283,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-283,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-284,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-284,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-284,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-285,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-285,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-285,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-286,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-286,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-286,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-287,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-287,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-287,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-288,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-288,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-288,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-289,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-289,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-289,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-29,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-29,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-29,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-290,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-290,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-290,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-291,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-291,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-291,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-292,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-292,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-292,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-293,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-293,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-293,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-294,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-294,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-294,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-295,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-295,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-295,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-296,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-296,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-296,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-297,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-297,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-297,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-298,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-298,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-298,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-299,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-299,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-299,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-3,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-3,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-3,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-30,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-30,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-30,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-300,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-300,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-300,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-301,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-301,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-301,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-302,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-302,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-302,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-303,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-303,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-303,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-304,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-304,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-304,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-305,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-305,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-305,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-306,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-306,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-306,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-307,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-307,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-307,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-308,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-308,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-308,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-309,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-309,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-309,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-31,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-31,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-31,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-310,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-310,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-310,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-311,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-311,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-311,rr,4,80%,0
tasksets/80-percent/4-tasks/taskset-312,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-312,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-312,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-313,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-313,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-313,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-314,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-314,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-314,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-315,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-315,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-315,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-316,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-316,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-316,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-317,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-317,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-317,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-318,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-318,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-318,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-319,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-319,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-319,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-32,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-32,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-32,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-320,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-320,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-320,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-321,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-321,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-321,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-322,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-322,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-322,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-323,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-323,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-323,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-324,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-324,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-324,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-325,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-325,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-325,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-326,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-326,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-326,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-327,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-327,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-327,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-328,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-328,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-328,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-329,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-329,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-329,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-33,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-33,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-33,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-330,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-330,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-330,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-331,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-331,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-331,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-332,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-332,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-332,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-333,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-333,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-333,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-334,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-334,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-334,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-335,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-335,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-335,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-336,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-336,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-336,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-337,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-337,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-337,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-338,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-338,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-338,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-339,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-339,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-339,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-34,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-34,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-34,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-340,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-340,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-340,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-341,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-341,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-341,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-342,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-342,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-342,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-343,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-343,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-343,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-344,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-344,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-344,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-345,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-345,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-345,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-346,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-346,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-346,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-347,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-347,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-347,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-348,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-348,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-348,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-349,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-349,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-349,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-35,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-35,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-35,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-350,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-350,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-350,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-351,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-351,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-351,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-352,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-352,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-352,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-353,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-353,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-353,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-354,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-354,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-354,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-355,dm,4,80%,1
tasksets/80-percent/4-tasks/taskset-355,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-355,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-356,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-356,edf,4,80%,0
tasksets/80-percent/4-tasks/taskset-356,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-357,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-357,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-357,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-358,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-358,edf,4,80%,2
tasksets/80-percent/4-tasks/taskset-358,rr,4,80%,2
tasksets/80-percent/4-tasks/taskset-359,dm,4,80%,3
tasksets/80-percent/4-tasks/taskset-359,edf,4,80%,2
